x,y,z,time,localTime
-7.389,5.059,0.324,48.760967,1576550470311
-8.002,5.351,0.271,48.761505,1576550470311
-8.104,5.913,-0.009,48.865097,1576550470415
-8.494,6.157,0.256,48.866314,1576550470416
-8.361,6.167,-0.02,48.866997,1576550470417
-8.705,6.179,-0.008,48.867432,1576550470417
-8.384,5.916,0.278,48.867790,1576550470418
-8.25,5.35,0.28,48.868740,1576550470418
-7.605,5.168,0.294,48.969620,1576550470519
-7.104,4.622,-0.026,48.970200,1576550470520
-7.19,4.077,-0.077,48.970757,1576550470520
-6.933,3.461,-0.098,48.971153,1576550470521
-6.091,2.971,-0.094,48.971626,1576550470521
-6.241,2.553,-0.073,49.074356,1576550470624
-6.062,2.305,-0.054,49.075005,1576550470625
-6.077,1.905,-0.002,49.076443,1576550470626
-5.84,1.384,0.338,49.077118,1576550470627
-5.701,0.633,0.145,49.077663,1576550470627
-5.329,0.281,0.208,49.078220,1576550470628
-5.263,0.0,0.546,49.179470,1576550470729
-5.056,-0.246,0.594,49.179996,1576550470730
-4.747,-0.859,0.407,49.180450,1576550470730
-4.876,-1.34,0.768,49.180901,1576550470731
-4.73,-1.262,0.802,49.181274,1576550470731
-4.035,-1.46,0.771,49.284630,1576550470834
-3.917,-1.915,0.463,49.285320,1576550470835
-3.283,-2.362,0.423,49.285759,1576550470835
-2.947,-2.889,0.48,49.286217,1576550470836
-3.158,-2.831,0.446,49.286652,1576550470836
-4.212,-3.886,0.64,49.287220,1576550470837
-6.666,-4.271,1.537,49.390057,1576550470940
-6.617,-6.009,1.701,49.390797,1576550470941
-6.328,-6.967,2.229,49.391815,1576550470942
-3.904,-8.713,2.556,49.392487,1576550470942
-1.671,-9.415,2.867,49.392971,1576550470943
-0.86,-11.142,3.083,49.496727,1576550471046
0.323,-12.415,3.123,49.497379,1576550471047
0.62,-13.239,2.763,49.497948,1576550471048
0.411,-15.221,2.943,49.499317,1576550471049
1.048,-15.914,2.509,49.499886,1576550471050
1.617,-15.966,2.615,49.598747,1576550471148
1.394,-15.128,2.486,49.599274,1576550471149
0.969,-14.479,2.862,49.599743,1576550471149
1.571,-14.208,2.494,49.600166,1576550471150
1.483,-13.855,2.449,49.600632,1576550471150
1.266,-13.403,2.521,49.601082,1576550471151
1.147,-12.43,2.48,49.704201,1576550471254
1.064,-12.325,2.629,49.704830,1576550471255
0.803,-11.894,2.18,49.705296,1576550471255
0.608,-11.495,2.352,49.706684,1576550471256
0.203,-11.771,2.193,49.707123,1576550471257
-0.272,-12.883,2.914,49.809837,1576550471360
-0.603,-13.329,2.999,49.915684,1576550471465
-0.394,-13.634,3.603,49.916199,1576550471466
-0.653,-13.706,3.852,49.916649,1576550471466
-1.316,-13.795,4.105,49.917034,1576550471467
-1.831,-13.865,3.767,49.917358,1576550471467
-2.254,-12.851,3.358,50.019230,1576550471569
-2.497,-11.813,2.916,50.019749,1576550471569
-2.796,-9.662,2.228,50.020168,1576550471570
-2.974,-8.192,1.962,50.020626,1576550471570
-3.308,-6.568,1.705,50.022007,1576550471572
-4.452,-4.5,1.465,50.023373,1576550471573
-4.991,-3.541,1.577,50.023861,1576550471574
-5.439,-2.879,0.964,50.024200,1576550471574
-5.492,-2.232,0.675,50.024563,1576550471574
-5.517,-1.718,0.633,50.024971,1576550471575
-5.83,-1.662,0.562,50.025604,1576550471575
-6.269,-1.329,0.517,50.124283,1576550471674
-6.068,-0.479,0.162,50.124866,1576550471675
-5.83,-0.198,0.272,50.125313,1576550471675
-5.593,-0.213,0.047,50.125763,1576550471675
-5.574,-0.474,-0.274,50.126259,1576550471676
-6.242,-0.66,0.04,50.230209,1576550471780
-6.474,-0.461,0.057,50.230747,1576550471780
-6.524,-0.304,0.035,50.231171,1576550471781
-6.344,0.0,0.046,50.231785,1576550471782
-6.764,-0.164,0.067,50.232845,1576550471783
-6.893,-0.416,0.12,50.335289,1576550471885
-7.243,-0.385,0.127,50.335854,1576550471886
-7.175,-0.226,-0.126,50.336357,1576550471886
-7.017,-0.114,-0.074,50.336746,1576550471886
-6.598,0.333,-0.062,50.337112,1576550471887
-6.397,0.181,-0.089,50.337494,1576550471887
-6.393,0.569,-0.099,50.439777,1576550471990
-6.334,0.658,0.111,50.440308,1576550471990
-6.496,1.402,-0.096,50.440765,1576550471990
-6.412,1.586,-0.028,50.441154,1576550471991
-6.672,1.85,-0.005,50.441612,1576550471991
-6.615,1.736,-0.034,50.544575,1576550472094
-6.957,2.11,-0.053,50.545204,1576550472095
-6.971,2.376,-0.054,50.545689,1576550472095
-7.026,2.564,-0.023,50.546089,1576550472096
-7.241,2.447,-0.013,50.546432,1576550472096
-7.153,2.877,-0.038,50.551056,1576550472101
-7.328,3.121,-0.044,50.649105,1576550472199
-7.568,3.395,0.377,50.649609,1576550472199
-7.588,3.255,0.25,50.650066,1576550472200
-7.715,3.711,0.565,50.650486,1576550472200
-7.548,3.952,0.537,50.650871,1576550472201
-7.3,4.02,0.558,50.755611,1576550472305
-7.525,4.239,0.44,50.756111,1576550472306
-7.475,4.623,0.449,50.756485,1576550472306
-7.507,4.528,0.422,50.860165,1576550472410
-7.772,4.789,0.444,50.860695,1576550472410
-7.748,4.768,0.492,50.861160,1576550472411
-7.352,4.943,0.473,50.862057,1576550472412
-7.694,4.762,0.44,50.862507,1576550472412
-7.655,4.756,0.454,50.862869,1576550472413
-7.418,4.716,0.615,50.863277,1576550472413
-7.168,4.055,0.543,50.863594,1576550472413
-7.541,4.174,0.525,50.964260,1576550472514
-7.785,3.834,0.25,50.965092,1576550472515
-7.752,3.889,0.201,50.965656,1576550472515
-7.716,3.662,0.222,50.966125,1576550472516
-7.526,3.435,0.526,50.966610,1576550472516
-7.208,3.029,0.55,50.967022,1576550472517
-6.574,2.75,0.612,51.070305,1576550472620
-6.737,2.696,0.452,51.070927,1576550472621
-6.607,3.18,0.421,51.071526,1576550472621
-7.012,3.048,0.392,51.073288,1576550472623
-6.861,3.399,0.471,51.074001,1576550472624
-7.224,3.265,0.861,51.173954,1576550472724
-7.22,3.698,0.687,51.174454,1576550472724
-6.826,4.113,0.729,51.175034,1576550472725
-6.794,4.143,0.763,51.175491,1576550472725
-6.948,4.078,1.052,51.176033,1576550472726
-6.578,4.258,1.108,51.176414,1576550472726
-6.355,4.665,0.902,51.279987,1576550472830
-6.121,4.618,1.137,51.280594,1576550472830
-6.115,4.676,1.107,51.282169,1576550472832
-6.349,4.569,1.049,51.282597,1576550472832
-6.773,4.896,0.733,51.282955,1576550472833
-6.53,4.916,0.88,51.384132,1576550472934
-6.753,4.877,0.501,51.384655,1576550472934
-6.694,4.916,0.408,51.385754,1576550472935
-6.494,4.851,0.189,51.386208,1576550472936
-6.055,5.22,0.283,51.386631,1576550472936
-6.2,5.101,0.055,51.387085,1576550472937
-5.798,5.253,-0.316,51.489506,1576550473039
-5.916,5.272,-0.242,51.490013,1576550473040
-5.942,5.289,-0.85,51.491520,1576550473041
-6.224,5.339,-0.85,51.492065,1576550473042
-6.134,5.689,-0.51,51.492443,1576550473042
-6.141,5.606,-0.589,51.595142,1576550473145
-6.251,5.917,-0.246,51.595715,1576550473145
-6.124,5.629,-0.261,51.596230,1576550473146
-5.811,5.558,-0.036,51.596733,1576550473146
-5.791,5.732,0.166,51.598423,1576550473148
-5.98,5.685,0.592,51.599052,1576550473149
-5.605,5.733,0.57,51.699703,1576550473249
-5.921,5.556,0.522,51.700272,1576550473250
-6.182,5.861,0.131,51.804543,1576550473354
-6.404,6.25,-0.093,51.805939,1576550473356
-6.418,6.2,0.045,51.806492,1576550473356
-6.317,5.762,-0.329,51.807251,1576550473357
-6.321,5.919,-0.135,51.807732,1576550473357
-6.504,5.505,-0.225,51.808281,1576550473358
-6.681,5.318,-0.538,51.808739,1576550473358
-6.767,5.43,-0.216,51.809158,1576550473359
-6.699,5.189,-0.232,51.809563,1576550473359
-6.78,4.888,-0.354,52.014622,1576550473564
-6.914,4.692,-0.268,52.015522,1576550473565
-6.799,4.329,-0.088,52.015984,1576550473566
-6.565,4.407,-0.039,52.016392,1576550473566
-6.441,4.201,0.09,52.016838,1576550473567
-6.211,3.847,-0.344,52.017235,1576550473567
-6.243,3.624,-0.341,52.017673,1576550473567
-6.211,3.329,0.122,52.018745,1576550473568
-5.955,3.037,0.123,52.019650,1576550473569
-5.937,3.38,-0.056,52.020123,1576550473570
-6.499,3.26,0.85,52.020550,1576550473570
-6.681,3.675,0.955,52.119511,1576550473669
-6.361,3.658,1.618,52.119991,1576550473670
-6.938,3.462,1.683,52.120415,1576550473670
-6.885,3.774,2.316,52.120800,1576550473671
-7.138,4.713,2.506,52.121185,1576550473671
-6.902,4.845,2.553,52.224468,1576550473774
-6.775,5.372,2.245,52.226574,1576550473776
-6.324,5.882,2.147,52.227146,1576550473777
-6.405,6.086,1.531,52.227539,1576550473777
-5.753,6.375,0.662,52.227989,1576550473778
-5.091,6.711,0.265,52.228527,1576550473778
-4.973,6.719,-0.576,52.330376,1576550473880
-4.46,6.613,-1.198,52.331844,1576550473882
-4.074,6.826,-1.905,52.332417,1576550473882
-4.285,7.186,-2.35,52.332855,1576550473883
-4.545,7.041,-2.641,52.333317,1576550473883
-5.153,7.777,-2.915,52.435558,1576550473985
-5.548,8.522,-2.804,52.436108,1576550473986
-6.218,8.333,-2.961,52.436661,1576550473986
-6.979,8.74,-3.614,52.437428,1576550473987
-7.682,8.621,-3.55,52.437927,1576550473988
-8.117,8.39,-3.571,52.539986,1576550474090
-8.092,8.121,-3.905,52.540501,1576550474090
-8.162,7.822,-3.545,52.540886,1576550474091
-8.748,7.363,-3.338,52.643787,1576550474194
-8.726,7.186,-2.939,52.644295,1576550474194
-7.972,6.258,-2.363,52.645168,1576550474195
-7.171,5.274,-2.077,52.645672,1576550474195
-6.483,4.729,-1.844,52.646084,1576550474196
-6.479,3.275,-1.372,52.647472,1576550474197
-6.572,2.513,-1.062,52.648190,1576550474198
-6.864,1.749,-0.856,52.648964,1576550474199
-7.234,1.515,-0.787,52.649506,1576550474199
-7.304,1.232,-0.609,52.750484,1576550474300
-8.12,0.734,-0.116,52.751083,1576550474301
-8.387,0.663,0.331,52.751617,1576550474301
-8.125,1.074,-0.095,52.752068,1576550474302
-7.458,1.081,-0.472,52.752419,1576550474302
-6.999,0.662,-1.123,52.855030,1576550474405
-6.828,0.489,-1.182,52.855652,1576550474405
-7.517,0.629,-1.205,52.856129,1576550474406
-7.616,0.173,-1.335,52.856583,1576550474406
-7.386,-0.011,-1.361,52.857048,1576550474407
-7.072,0.368,-1.187,52.857422,1576550474407
-6.982,0.485,-1.273,52.959885,1576550474510
-6.816,0.857,-1.383,52.960499,1576550474510
-7.265,0.637,-1.1,52.960941,1576550474511
-7.721,0.163,-0.866,52.961315,1576550474511
-8.033,0.319,-0.393,52.961838,1576550474512
-8.153,0.24,-0.389,53.065662,1576550474615
-8.708,0.454,-0.501,53.066307,1576550474616
-9.023,0.684,-0.865,53.066761,1576550474616
-9.004,1.172,-0.752,53.067181,1576550474617
-8.726,1.622,-1.003,53.067566,1576550474617
-9.597,1.244,-0.687,53.169464,1576550474719
-10.47,1.222,-0.098,53.274925,1576550474825
-11.052,1.49,1.129,53.275612,1576550474825
-9.371,2.421,1.009,53.276073,1576550474826
-8.737,2.562,1.209,53.276535,1576550474826
-8.581,1.913,1.975,53.276997,1576550474827
-8.954,0.984,2.435,53.277416,1576550474827
-9.325,0.658,2.931,53.277786,1576550474828
-9.156,0.888,3.151,53.379486,1576550474929
-9.379,0.859,3.03,53.380341,1576550474930
-9.825,0.789,3.447,53.380802,1576550474931
-9.394,0.773,3.264,53.381218,1576550474931
-9.09,0.487,3.641,53.381760,1576550474931
-8.71,1.127,3.521,53.382957,1576550474933
-7.812,1.587,3.534,53.383984,1576550474934
-6.373,2.219,3.265,53.384491,1576550474934
-5.809,3.078,3.353,53.384983,1576550474935
-5.863,3.433,3.344,53.486591,1576550475036
-6.371,3.323,3.379,53.487503,1576550475037
-6.999,3.673,3.394,53.488857,1576550475039
-7.083,3.841,3.409,53.489307,1576550475039
-7.188,3.868,3.345,53.489716,1576550475039
-6.598,3.473,3.177,53.490112,1576550475040
-6.319,3.37,2.812,53.589527,1576550475139
-6.659,3.105,2.753,53.591061,1576550475141
-6.383,2.475,2.85,53.592056,1576550475142
-6.11,2.224,2.64,53.592640,1576550475142
-6.012,1.969,2.412,53.593689,1576550475143
-5.587,1.913,1.974,53.694641,1576550475244
-5.923,1.479,2.114,53.695244,1576550475245
-5.803,1.624,1.884,53.695717,1576550475245
-5.803,1.551,1.429,53.696129,1576550475246
-5.61,1.188,1.193,53.696476,1576550475246
-5.505,0.992,0.974,53.696884,1576550475247
-5.938,1.103,0.941,53.801212,1576550475351
-6.097,0.667,0.937,53.802147,1576550475352
-7.125,0.652,0.989,53.802799,1576550475353
-8.307,0.456,1.541,53.803196,1576550475353
-9.769,-0.008,2.395,53.803543,1576550475353
-9.875,-0.311,2.555,53.907104,1576550475457
-10.102,-0.476,2.842,53.907658,1576550475457
-9.838,-0.705,2.642,53.908123,1576550475458
-9.191,-1.111,2.285,53.908684,1576550475458
-7.051,-0.946,1.997,53.909115,1576550475459
-5.436,-1.323,1.44,54.009369,1576550475559
-4.15,-1.246,0.732,54.009888,1576550475560
-4.209,-1.382,0.439,54.010349,1576550475560
-4.586,-1.116,0.559,54.011726,1576550475561
-5.967,-0.376,-0.052,54.012493,1576550475562
-6.115,0.191,-0.163,54.012978,1576550475563
-6.889,1.044,-0.818,54.114433,1576550475664
-8.015,1.387,-1.042,54.115852,1576550475666
-8.701,1.675,-1.128,54.116497,1576550475666
-10.234,2.469,-0.765,54.116959,1576550475667
-11.168,2.695,-0.938,54.117374,1576550475667
-12.959,3.08,-1.333,54.117695,1576550475667
-14.411,2.781,-1.281,54.219933,1576550475770
-15.105,2.617,-1.222,54.220482,1576550475770
-15.481,1.836,-2.175,54.220936,1576550475771
-15.342,1.559,-2.343,54.221497,1576550475771
-14.88,1.019,-1.662,54.221882,1576550475772
-13.327,0.945,-0.889,54.324257,1576550475874
-11.009,1.011,0.095,54.324928,1576550475875
-6.885,0.984,0.85,54.325413,1576550475875
-4.079,1.167,0.855,54.325783,1576550475876
-1.046,1.894,0.522,54.326252,1576550475876
0.049,1.515,0.392,54.429905,1576550475980
0.606,1.18,0.792,54.430458,1576550475980
1.265,1.031,0.81,54.431015,1576550475981
1.712,1.037,0.826,54.431637,1576550475981
1.709,0.944,0.686,54.432182,1576550475982
1.352,1.329,0.905,54.432697,1576550475982
0.264,1.157,1.244,54.534660,1576550476084
-2.681,1.046,1.699,54.535870,1576550476086
-4.855,0.234,2.069,54.536388,1576550476086
-8.492,-0.289,2.62,54.536781,1576550476087
-14.954,0.038,3.04,54.537140,1576550476087
-19.849,-0.285,5.247,54.638962,1576550476189
-24.2,0.206,6.014,54.639416,1576550476189
-24.086,0.725,6.238,54.639828,1576550476190
-20.068,0.984,5.714,54.640247,1576550476190
-14.844,0.986,4.059,54.641464,1576550476191
-9.414,0.701,2.606,54.642696,1576550476192
-4.157,-0.555,0.464,54.744408,1576550476294
-2.759,-1.23,0.317,54.745266,1576550476295
-2.684,-1.962,-0.035,54.745838,1576550476296
-2.058,-2.172,0.019,54.746349,1576550476296
-1.116,-1.78,-0.217,54.746738,1576550476296
0.385,-1.47,-0.838,54.849041,1576550476399
1.34,-1.23,-1.095,54.849613,1576550476399
0.646,-0.654,-1.601,54.850048,1576550476400
-2.016,0.077,-1.701,54.850525,1576550476400
-5.885,0.207,-1.527,54.850960,1576550476401
-11.822,1.067,-0.868,54.851818,1576550476402
-17.19,1.721,-0.508,54.954906,1576550476505
-19.972,1.642,-0.608,54.955990,1576550476506
-22.983,0.939,0.36,54.956417,1576550476506
-22.329,1.23,0.406,54.956787,1576550476507
-19.263,1.762,0.703,54.957100,1576550476507
-10.718,2.003,0.754,55.059689,1576550476609
-4.58,1.532,0.56,55.060257,1576550476610
-1.938,0.285,1.335,55.060951,1576550476611
-2.213,-0.741,2.139,55.062119,1576550476612
-0.977,-1.327,1.724,55.062653,1576550476612
1.206,-0.832,1.071,55.063087,1576550476613
2.089,-0.259,0.889,55.164337,1576550476714
2.076,0.339,1.124,55.165031,1576550476715
1.332,0.439,1.391,55.165493,1576550476715
-0.193,1.032,1.661,55.165920,1576550476716
-4.988,1.378,2.168,55.166336,1576550476716
-9.057,0.935,2.443,55.270061,1576550476820
-13.694,0.744,3.06,55.270634,1576550476820
-20.472,0.639,4.241,55.271091,1576550476821
-24.774,0.109,5.35,55.271755,1576550476821
-25.728,-0.603,6.504,55.272240,1576550476822
-23.146,-0.371,6.405,55.272617,1576550476822
-15.137,0.485,4.068,55.374664,1576550476924
-8.513,0.731,2.045,55.375881,1576550476926
-2.235,0.246,-0.352,55.376347,1576550476926
-1.872,-0.187,-0.642,55.376694,1576550476926
-2.676,-1.6,-0.398,55.377037,1576550476927
-2.106,-1.872,-0.647,55.479687,1576550477029
-1.172,-1.813,-1.057,55.480499,1576550477030
-0.45,-1.253,-1.363,55.481968,1576550477032
0.016,-1.275,-1.368,55.483215,1576550477033
0.37,-1.465,-1.023,55.483727,1576550477033
0.324,-1.564,-0.989,55.583992,1576550477134
-0.835,-0.8,-1.175,55.584961,1576550477135
-4.371,-0.219,-0.648,55.585453,1576550477135
-9.757,-0.101,0.407,55.585869,1576550477136
-16.758,1.545,1.727,55.586594,1576550477136
-18.984,1.773,1.677,55.587067,1576550477137
-23.35,1.883,2.139,55.689137,1576550477239
-23.729,1.154,2.067,55.689789,1576550477240
-21.652,1.145,1.431,55.690582,1576550477240
-15.796,0.991,1.354,55.691193,1576550477241
-10.442,0.998,1.306,55.692390,1576550477242
-2.622,0.645,0.161,55.899986,1576550477450
-1.992,0.315,1.076,55.900562,1576550477450
-3.153,-0.635,2.086,55.901005,1576550477451
-1.14,-1.374,1.906,55.901558,1576550477451
1.234,-1.051,1.064,55.902073,1576550477452
1.273,-0.414,0.681,55.902504,1576550477452
1.0,-0.466,0.728,55.903366,1576550477453
0.68,-0.455,1.027,55.903866,1576550477454
0.161,-0.111,1.09,55.904270,1576550477454
-1.099,0.505,0.766,55.904587,1576550477454
-13.108,1.503,3.153,56.004967,1576550477555
-15.827,2.266,2.97,56.005512,1576550477555
-21.528,1.907,4.178,56.006599,1576550477556
-24.697,1.122,4.765,56.007259,1576550477557
-24.01,0.443,5.266,56.007713,1576550477557
-20.103,0.849,4.877,56.008801,1576550477559
-14.448,0.972,3.408,56.109032,1576550477659
-5.099,0.997,0.403,56.109516,1576550477659
-2.461,0.783,-0.855,56.109955,1576550477660
-3.519,-0.62,0.004,56.110588,1576550477660
-3.066,-1.042,0.122,56.110966,1576550477661
-1.953,-1.338,-0.38,56.214832,1576550477765
-0.678,-0.911,-0.477,56.215454,1576550477765
-0.333,-1.139,-0.834,56.215923,1576550477766
0.364,-1.564,-0.466,56.216412,1576550477766
0.228,-1.846,-0.608,56.216911,1576550477767
0.796,-1.824,-0.575,56.217342,1576550477767
0.546,-1.121,-1.085,56.319557,1576550477869
-0.404,-0.141,-1.608,56.320076,1576550477870
-8.619,-0.531,0.351,56.320560,1576550477870
-14.28,0.113,1.555,56.320953,1576550477871
-18.082,0.183,1.93,56.321312,1576550477871
-21.665,0.798,2.155,56.425167,1576550477975
-24.244,0.602,1.972,56.425697,1576550477975
-24.035,0.477,1.633,56.426125,1576550477976
-19.495,1.034,1.351,56.426617,1576550477976
-14.71,1.176,1.019,56.426994,1576550477977
-5.329,1.347,0.201,56.427334,1576550477977
-2.131,0.233,-0.177,56.531139,1576550478081
-3.218,-1.089,1.222,56.532013,1576550478082
-3.539,-1.295,1.69,56.532597,1576550478082
-0.897,-1.244,0.931,56.534233,1576550478084
1.187,-1.238,0.223,56.534920,1576550478085
1.396,-1.378,0.435,56.634476,1576550478184
0.95,-0.969,0.761,56.635056,1576550478185
0.988,-1.033,1.059,56.635502,1576550478185
0.663,-0.318,0.742,56.635971,1576550478186
-1.971,0.287,0.979,56.636337,1576550478186
-9.399,0.43,2.356,56.739464,1576550478289
-13.649,0.946,2.899,56.740070,1576550478290
-17.074,1.178,3.689,56.740513,1576550478290
-24.249,1.091,4.98,56.741493,1576550478291
-26.319,0.665,5.143,56.742447,1576550478292
-25.532,1.117,4.742,56.742855,1576550478293
-19.414,1.156,4.068,56.844551,1576550478394
-13.015,1.586,2.766,56.845234,1576550478395
-4.469,0.931,0.528,56.845833,1576550478396
-2.103,0.165,-0.232,56.846527,1576550478396
-2.573,-0.872,0.351,56.847015,1576550478397
-2.937,-2.117,0.411,56.949398,1576550478499
-1.891,-2.202,0.586,56.950020,1576550478500
-0.398,-2.164,0.524,56.950500,1576550478500
0.303,-1.966,0.232,56.950932,1576550478501
0.647,-2.512,0.089,56.952217,1576550478502
1.183,-2.662,-0.404,56.952717,1576550478502
1.353,-2.131,-0.917,57.054516,1576550478604
-0.13,-1.048,-2.136,57.055302,1576550478605
-5.104,-1.052,-1.36,57.055756,1576550478605
-11.28,-0.874,-0.02,57.056343,1576550478606
-17.056,-0.211,0.873,57.056725,1576550478606
-21.539,-0.218,1.213,57.158901,1576550478709
-26.442,-1.054,1.875,57.159416,1576550478709
-25.556,-1.059,1.434,57.159863,1576550478710
-22.85,-0.219,1.41,57.160252,1576550478710
-13.784,0.888,0.958,57.161259,1576550478711
-6.75,1.291,0.106,57.161869,1576550478712
-3.175,-0.368,0.261,57.264988,1576550478815
-4.695,-1.387,1.625,57.265781,1576550478816
-3.49,-1.428,1.845,57.266285,1576550478816
-0.698,-0.956,0.699,57.266712,1576550478816
0.137,-0.56,0.605,57.267056,1576550478817
0.688,-0.32,0.599,57.370441,1576550478920
1.123,-0.196,0.628,57.371098,1576550478921
1.294,-0.208,0.787,57.371746,1576550478921
1.038,-0.01,1.063,57.372398,1576550478922
0.51,0.886,1.292,57.372940,1576550478923
-4.037,0.862,1.74,57.373344,1576550478923
-9.562,0.832,2.417,57.475281,1576550479025
-15.787,0.179,2.7,57.475903,1576550479026
-20.96,-0.567,3.879,57.476978,1576550479027
-26.09,-1.386,4.921,57.477825,1576550479028
-26.562,-1.435,4.996,57.478424,1576550479028
-22.264,-1.323,4.878,57.580070,1576550479130
-11.775,-0.28,2.793,57.580631,1576550479130
-5.063,0.118,1.303,57.581131,1576550479131
-3.179,-0.959,0.505,57.581860,1576550479132
-3.487,-1.68,1.28,57.583244,1576550479133
-2.807,-2.235,0.936,57.583813,1576550479134
-1.251,-2.03,0.659,57.684162,1576550479234
-1.05,-1.853,0.502,57.684662,1576550479234
-0.319,-1.861,0.239,57.685196,1576550479235
0.472,-2.125,-0.095,57.686230,1576550479236
1.578,-1.925,-0.733,57.687496,1576550479237
1.517,-1.525,-1.595,57.790207,1576550479340
0.684,-0.912,-1.881,57.790825,1576550479341
-5.483,-1.304,-1.212,57.791279,1576550479341
-11.589,-1.027,-0.594,57.791985,1576550479342
-16.69,-0.782,-0.007,57.792355,1576550479342
-21.812,-0.793,0.553,57.895401,1576550479445
-25.382,-1.77,1.297,57.896610,1576550479446
-25.428,-1.678,1.541,57.897163,1576550479447
-21.805,-1.051,1.619,57.897541,1576550479447
-12.153,0.872,0.99,57.897968,1576550479448
-5.164,1.1,-0.033,57.898499,1576550479448
-3.347,-0.12,0.687,57.999741,1576550479549
-4.99,-1.283,1.847,58.000198,1576550479550
-2.773,-1.256,1.406,58.104450,1576550479654
-0.385,-1.117,0.449,58.105152,1576550479655
0.278,-0.511,0.43,58.105656,1576550479655
0.486,-0.511,0.839,58.106075,1576550479656
1.168,-0.721,0.87,58.106529,1576550479656
1.605,-0.667,1.027,58.106953,1576550479657
0.899,-0.015,1.263,58.108784,1576550479659
-1.002,0.883,1.595,58.109425,1576550479659
-5.577,0.213,2.157,58.110012,1576550479660
-12.72,0.015,2.921,58.210064,1576550479760
-17.931,-0.799,3.268,58.210693,1576550479760
-24.169,-1.682,4.915,58.211143,1576550479761
-27.54,-2.139,4.937,58.211880,1576550479762
-25.719,-1.859,4.267,58.212318,1576550479762
-16.874,-0.239,3.17,58.212715,1576550479762
-9.527,-0.08,1.633,58.315445,1576550479865
-4.395,-0.642,0.05,58.316032,1576550479866
-3.606,-2.112,0.363,58.316509,1576550479866
-3.298,-2.909,0.446,58.317127,1576550479867
-1.489,-2.555,0.18,58.317768,1576550479867
-0.492,-1.455,-0.062,58.419273,1576550479969
-0.389,-1.261,0.314,58.524643,1576550480074
0.092,-1.833,0.159,58.525299,1576550480075
1.319,-2.573,-0.035,58.525932,1576550480076
1.805,-2.196,-0.161,58.526569,1576550480076
1.119,-1.528,-0.882,58.527653,1576550480077
-0.292,-0.985,-1.312,58.529507,1576550480079
-7.27,-1.514,-0.019,58.530090,1576550480080
-12.108,-1.559,1.135,58.530533,1576550480080
-16.856,-1.061,1.259,58.531269,1576550480081
-22.276,-0.975,1.78,58.531891,1576550480082
-26.406,-1.596,2.097,58.629303,1576550480179
-25.563,-1.133,1.799,58.629803,1576550480180
-21.471,-0.152,1.622,58.630241,1576550480180
-10.406,0.191,0.406,58.630619,1576550480180
-4.354,-0.074,-0.521,58.631001,1576550480181
-3.543,-1.043,0.101,58.734661,1576550480284
-4.637,-1.512,0.986,58.735394,1576550480285
-2.632,-1.588,0.47,58.735874,1576550480286
-0.199,-0.732,0.29,58.736351,1576550480286
0.364,-0.884,0.244,58.736839,1576550480287
0.775,-0.721,0.446,58.737209,1576550480287
1.386,-1.052,0.861,58.839485,1576550480389
1.149,-0.785,1.15,58.840023,1576550480390
-0.608,0.077,1.617,58.840523,1576550480390
-4.032,-0.568,2.328,58.840897,1576550480391
-9.535,-0.434,3.588,58.841301,1576550480391
-15.831,-0.555,3.977,58.944599,1576550480494
-20.214,-1.073,4.514,58.945999,1576550480496
-25.865,-2.118,5.954,58.946640,1576550480496
-25.042,-2.309,6.178,58.947353,1576550480497
-21.335,-1.139,4.881,58.947792,1576550480498
-11.102,0.058,3.083,58.948223,1576550480498
-5.108,-0.009,1.372,59.049595,1576550480599
-3.013,-1.235,0.556,59.050098,1576550480600
-3.3,-2.493,0.829,59.050552,1576550480600
-2.855,-3.378,0.546,59.050938,1576550480601
-1.534,-2.7,-0.044,59.051311,1576550480601
-1.181,-2.046,-0.319,59.154259,1576550480704
-0.973,-2.308,0.0,59.154827,1576550480705
-0.529,-2.448,0.07,59.155334,1576550480705
0.792,-2.937,-0.157,59.155796,1576550480706
1.354,-2.045,-0.754,59.156273,1576550480706
0.644,-1.406,-1.21,59.156750,1576550480706
-3.673,-0.694,-1.296,59.259773,1576550480810
-8.44,-1.125,-0.311,59.261078,1576550480811
-13.298,-0.715,0.822,59.261753,1576550480811
-19.643,-0.515,1.828,59.364353,1576550480914
-24.033,-1.093,2.599,59.365017,1576550480915
-25.892,-2.121,2.518,59.365490,1576550480915
-23.471,-1.532,2.518,59.366154,1576550480916
-15.464,0.1,2.344,59.366688,1576550480916
-7.753,0.782,1.008,59.367146,1576550480917
-3.619,-0.787,0.693,59.367550,1576550480917
-4.614,-2.077,2.14,59.469479,1576550481019
-2.214,-2.352,1.857,59.470013,1576550481020
-0.222,-1.561,0.972,59.470448,1576550481020
1.084,-0.846,0.84,59.470913,1576550481021
1.158,-0.879,0.471,59.471458,1576550481021
1.17,-0.75,0.422,59.472832,1576550481023
0.748,-0.44,0.642,59.575123,1576550481125
0.473,0.038,0.751,59.575821,1576550481126
-0.16,0.218,0.882,59.576431,1576550481126
-6.498,0.12,0.932,59.576809,1576550481127
-11.652,-0.433,2.101,59.577343,1576550481127
-19.2,-0.912,3.826,59.679001,1576550481229
-24.908,-2.159,5.731,59.679848,1576550481230
-27.092,-2.484,6.443,59.681076,1576550481231
-24.701,-2.018,5.921,59.681873,1576550481232
