x,y,z,time,localTime
-3.255,7.272,-1.386,0.038610,1576550421588
-3.304,7.273,-1.383,0.039142,1576550421589
-3.314,7.279,-1.391,0.039496,1576550421589
-3.321,7.288,-1.397,0.039897,1576550421590
-3.587,7.284,-1.395,0.040589,1576550421590
-3.318,7.276,-1.395,0.144175,1576550421694
-3.297,7.255,-1.398,0.144806,1576550421695
-3.294,7.239,-1.395,0.145390,1576550421695
-3.293,7.215,-1.379,0.145891,1576550421696
-3.279,7.215,-1.378,0.147387,1576550421697
-3.271,7.208,-1.382,0.147767,1576550421698
-3.265,7.196,-1.374,0.250436,1576550421800
-3.262,7.195,-1.372,0.251138,1576550421801
-3.255,7.205,-1.377,0.251989,1576550421802
-3.244,7.231,-1.39,0.252677,1576550421802
-3.248,7.264,-1.407,0.253605,1576550421803
-3.245,7.052,-1.18,0.355855,1576550421906
-3.234,7.067,-1.193,0.356531,1576550421906
-3.217,7.072,-1.197,0.357076,1576550421907
-3.453,7.079,-1.206,0.357579,1576550421907
-3.433,7.082,-1.201,0.358175,1576550421908
-3.42,7.076,-1.191,0.358777,1576550421909
-3.418,7.065,-1.184,0.459354,1576550422009
-3.416,7.058,-1.184,0.460001,1576550422010
-3.407,7.059,-1.19,0.460521,1576550422010
-3.408,7.064,-1.198,0.461054,1576550422011
-3.416,7.066,-1.202,0.464004,1576550422014
-3.426,7.061,-1.208,0.564136,1576550422114
-3.441,7.056,-1.202,0.567712,1576550422117
-3.45,7.06,-1.207,0.568492,1576550422118
-3.202,7.05,-1.209,0.569169,1576550422119
-3.219,7.044,-1.223,0.569746,1576550422119
-3.257,7.286,-1.223,0.570311,1576550422120
-3.257,7.277,-1.229,0.669857,1576550422220
-3.252,7.279,-1.23,0.774211,1576550422324
-3.245,7.266,-1.23,0.775459,1576550422325
-3.241,7.256,-1.226,0.775997,1576550422326
-3.241,7.239,-1.204,0.776529,1576550422326
-3.237,7.229,-1.19,0.777143,1576550422327
-3.228,7.235,-1.208,0.777675,1576550422327
-3.23,7.246,-1.208,0.778303,1576550422328
-3.243,7.257,-1.211,0.779111,1576550422329
-3.25,7.272,-1.212,0.779779,1576550422330
-3.252,7.273,-1.212,0.780514,1576550422330
-3.245,7.268,-1.206,0.879484,1576550422429
-3.241,7.259,-1.194,0.880041,1576550422430
-3.237,7.254,-1.193,0.880611,1576550422430
-3.237,7.252,-1.191,0.881202,1576550422431
-3.228,7.263,-1.202,0.881849,1576550422432
-3.214,7.277,-1.206,0.985309,1576550422535
-3.209,7.279,-1.207,0.986029,1576550422536
-3.214,7.275,-1.201,0.986551,1576550422536
-3.203,7.276,-1.197,0.987842,1576550422538
-3.456,7.284,-1.206,0.988495,1576550422538
-3.445,7.054,-1.218,0.988956,1576550422539
-3.443,7.069,-1.225,1.090076,1576550422640
-3.444,7.079,-1.234,1.090736,1576550422640
-3.441,7.072,-1.227,1.091281,1576550422641
-3.434,7.058,-1.214,1.092440,1576550422642
-3.431,7.295,-1.2,1.092959,1576550422643
-3.424,7.277,-1.198,1.195190,1576550422745
-3.418,7.272,-1.195,1.196079,1576550422746
-3.409,7.284,-1.196,1.196676,1576550422746
-3.405,7.048,-1.203,1.197220,1576550422747
-3.409,7.065,-1.223,1.197690,1576550422747
-3.411,7.067,-1.218,1.198221,1576550422748
-3.414,7.061,-1.207,1.300510,1576550422850
-3.413,7.051,-1.202,1.301579,1576550422851
-3.412,7.046,-1.207,1.302190,1576550422852
-3.412,7.045,-1.212,1.302700,1576550422852
-3.422,7.044,-1.214,1.303098,1576550422853
-3.435,7.294,-1.23,1.405119,1576550422955
-3.435,7.288,-1.236,1.406003,1576550422956
-3.436,7.284,-1.238,1.406686,1576550422956
-3.441,7.281,-1.233,1.407217,1576550422957
-3.444,7.284,-1.227,1.407665,1576550422957
-3.438,7.292,-1.238,1.509458,1576550423059
-3.416,7.041,-1.254,1.510032,1576550423060
-3.412,7.042,-1.261,1.510616,1576550423060
-3.407,7.042,-1.26,1.511102,1576550423061
-3.399,7.048,-1.265,1.512006,1576550423062
-3.395,7.059,-1.28,1.512620,1576550423062
-3.388,7.07,-1.541,1.615077,1576550423165
-3.388,7.073,-1.279,1.615684,1576550423165
-3.398,7.061,-1.541,1.616318,1576550423166
-3.399,7.054,-1.272,1.616907,1576550423167
-3.404,7.048,-1.27,1.617474,1576550423167
-3.401,7.049,-1.274,1.719968,1576550423270
-3.409,7.061,-1.276,1.720990,1576550423271
-3.43,7.068,-1.28,1.721907,1576550423272
-3.438,7.068,-1.539,1.722585,1576550423272
-3.44,7.049,-1.538,1.723044,1576550423273
-3.442,7.287,-1.276,1.723473,1576550423273
-3.439,7.276,-1.262,1.826210,1576550423376
-3.428,7.261,-1.267,1.827008,1576550423377
-3.426,7.254,-1.264,1.827553,1576550423377
-3.436,7.251,-1.258,1.827993,1576550423378
-3.426,7.264,-1.266,1.828850,1576550423379
-3.426,7.286,-1.274,1.929633,1576550423479
-3.417,7.056,-1.277,1.930297,1576550423480
-3.418,7.07,-1.278,1.930973,1576550423481
-3.425,7.069,-1.275,1.931674,1576550423481
-3.423,7.061,-1.537,1.932382,1576550423482
-3.42,7.054,-1.543,1.933550,1576550423483
-3.427,7.041,-1.278,2.034165,1576550423584
-3.44,7.275,-1.264,2.035100,1576550423585
-3.445,7.265,-1.261,2.035684,1576550423585
-3.455,7.261,-1.266,2.036225,1576550423586
-3.456,7.26,-1.265,2.036692,1576550423586
-3.449,7.261,-1.271,2.142201,1576550423692
-3.447,7.258,-1.274,2.143117,1576550423693
-3.441,7.261,-1.539,2.143842,1576550423694
-3.436,7.27,-1.541,2.144433,1576550423694
-3.433,7.267,-1.547,2.145161,1576550423695
-3.433,7.266,-1.545,2.145744,1576550423695
-3.442,7.257,-1.541,2.246617,1576550423796
-3.206,7.246,-1.541,2.247777,1576550423798
-3.234,7.255,-1.543,2.248735,1576550423798
-3.234,7.259,-1.55,2.249419,1576550423799
-3.239,7.237,-1.272,2.249989,1576550423800
-3.283,6.901,-1.204,2.349702,1576550423899
-3.302,6.809,-1.181,2.350352,1576550423900
-3.261,6.971,-1.232,2.350934,1576550423901
-3.451,6.961,-1.588,2.352097,1576550423902
-3.448,6.971,-1.628,2.353057,1576550423903
-3.209,6.986,-1.657,2.353845,1576550423904
-3.248,7.019,-1.466,2.454620,1576550424004
-3.238,6.802,-1.799,2.455501,1576550424005
-3.22,6.898,-1.694,2.456112,1576550424006
-3.203,7.214,-1.776,2.456664,1576550424006
-3.214,7.242,-2.084,2.457338,1576550424007
-3.256,7.245,-2.13,2.559296,1576550424109
-3.279,7.242,-2.173,2.559854,1576550424110
-3.286,7.256,-1.977,2.560428,1576550424110
-3.284,7.273,-2.317,2.560954,1576550424111
-3.295,7.254,-2.338,2.561578,1576550424111
-3.603,6.899,-2.305,2.562190,1576550424112
-3.677,6.789,-1.993,2.664430,1576550424214
-3.464,6.971,-1.977,2.665209,1576550424215
-3.712,6.621,-2.028,2.665771,1576550424216
-3.515,6.552,-2.012,2.666324,1576550424216
-3.909,6.696,-2.005,2.666786,1576550424217
-3.932,6.666,-2.349,2.769058,1576550424319
-3.899,6.721,-2.24,2.769509,1576550424319
-3.888,6.562,-2.636,2.769845,1576550424320
-3.888,6.578,-2.677,2.770169,1576550424320
-3.873,6.571,-2.451,2.770555,1576550424320
-3.85,6.56,-2.456,2.772139,1576550424322
-3.86,6.767,-2.443,2.875340,1576550424425
-3.897,6.707,-2.439,2.876080,1576550424426
-3.892,6.698,-2.509,2.876707,1576550424426
-3.897,6.689,-2.546,2.877204,1576550424427
-3.931,6.658,-2.831,2.877731,1576550424427
-3.961,6.368,-2.861,2.980770,1576550424531
-3.735,6.351,-2.879,2.981563,1576550424531
-3.784,6.329,-2.93,2.981952,1576550424532
-3.817,6.333,-2.715,2.982226,1576550424532
-4.106,6.322,-2.738,2.982479,1576550424532
-4.189,6.511,-2.741,2.983046,1576550424533
-3.969,6.486,-2.77,3.083427,1576550424633
-3.976,6.448,-2.795,3.083798,1576550424634
-3.991,6.436,-2.807,3.083998,1576550424634
-3.992,6.419,-3.105,3.085244,1576550424635
-4.002,6.412,-3.12,3.085701,1576550424635
-4.041,6.122,-3.106,3.189743,1576550424739
-4.066,6.102,-3.096,3.190299,1576550424740
-4.078,6.095,-3.096,3.190853,1576550424741
-4.085,6.087,-3.116,3.191494,1576550424741
-4.368,6.072,-3.122,3.191984,1576550424742
-4.389,6.038,-3.124,3.400023,1576550424950
-4.403,6.021,-3.125,3.400640,1576550424950
-4.418,6.241,-3.11,3.401469,1576550424951
-4.451,6.191,-3.09,3.403361,1576550424953
-4.473,6.185,-3.085,3.403935,1576550424954
-4.474,6.194,-3.098,3.404480,1576550424954
-4.227,6.175,-3.088,3.405049,1576550424955
-4.24,5.874,-3.09,3.405632,1576550424955
-4.243,5.88,-3.092,3.406111,1576550424956
-4.258,6.154,-3.1,3.406508,1576550424956
-4.297,5.883,-3.086,3.504267,1576550425054
-4.297,5.883,-3.087,3.505415,1576550425055
-4.291,5.88,-3.085,3.505984,1576550425056
-4.295,6.155,-3.095,3.506588,1576550425056
-4.294,6.169,-3.094,3.507082,1576550425057
-4.306,6.147,-3.08,3.507580,1576550425057
-4.317,5.873,-3.079,3.609780,1576550425160
-4.337,5.86,-3.08,3.610386,1576550425160
-4.335,5.871,-3.1,3.610994,1576550425161
-4.328,5.868,-3.096,3.611857,1576550425162
-4.34,5.863,-3.099,3.612725,1576550425162
-4.345,5.872,-3.1,3.714627,1576550425264
-4.345,6.168,-3.107,3.715366,1576550425265
-4.34,6.211,-3.118,3.716014,1576550425266
-4.344,6.27,-3.134,3.716626,1576550425266
-4.623,6.095,-3.122,3.717853,1576550425268
-4.65,6.124,-3.083,3.718508,1576550425268
-4.701,6.115,-2.75,3.820682,1576550425370
-4.7,6.114,-2.743,3.821339,1576550425371
-4.707,6.425,-2.753,3.822009,1576550425372
-4.493,6.297,-2.736,3.822549,1576550425372
-4.589,6.385,-2.91,3.822983,1576550425373
-4.913,6.77,-2.875,3.925788,1576550425476
-4.928,6.655,-2.826,3.926716,1576550425476
-4.925,6.651,-2.472,3.927535,1576550425477
-4.939,6.57,-2.238,3.928002,1576550425478
-4.953,6.387,-2.332,3.928657,1576550425478
-4.94,6.525,-1.951,3.929121,1576550425479
-4.96,6.075,-1.725,4.029254,1576550425579
-4.75,6.189,-1.817,4.029810,1576550425580
-4.781,5.833,-1.609,4.030419,1576550425580
-5.121,5.985,-1.208,4.030936,1576550425581
-5.18,5.924,-1.318,4.031563,1576550425581
-5.243,5.555,-1.123,4.135366,1576550425685
-5.023,5.741,-1.032,4.136341,1576550425686
-5.021,5.736,-0.747,4.136920,1576550425687
-5.222,6.012,-1.139,4.137383,1576550425687
-4.996,6.051,-0.932,4.137826,1576550425688
-5.268,6.275,-1.03,4.138449,1576550425688
-5.351,6.492,-0.664,4.241128,1576550425791
-5.366,6.067,-0.821,4.242182,1576550425792
-5.683,5.956,-0.592,4.243030,1576550425793
-5.539,5.661,-0.378,4.243792,1576550425794
-5.969,5.085,0.305,4.244310,1576550425794
-6.223,4.546,0.56,4.344875,1576550425895
-6.049,4.244,0.498,4.345539,1576550425895
-6.467,4.131,1.035,4.346118,1576550425896
-6.669,3.583,1.289,4.346830,1576550425897
-6.758,3.475,1.392,4.347502,1576550425897
-6.576,3.675,1.161,4.449229,1576550425999
-6.644,3.484,1.386,4.449912,1576550426000
-6.968,3.846,1.332,4.450483,1576550426000
-6.805,3.946,1.022,4.451015,1576550426001
-6.813,3.728,0.994,4.451685,1576550426001
-6.8,3.718,1.007,4.452608,1576550426002
-7.016,3.911,1.301,4.555398,1576550426105
-6.972,3.877,1.342,4.556121,1576550426106
-6.636,3.884,1.393,4.556615,1576550426106
-6.592,3.913,1.155,4.557354,1576550426107
-6.558,3.714,1.155,4.557909,1576550426108
-6.569,3.815,1.16,4.659485,1576550426209
-6.616,4.111,1.183,4.660151,1576550426210
-6.616,4.212,1.356,4.660691,1576550426210
-6.563,4.012,1.288,4.661245,1576550426211
-6.619,4.21,1.324,4.662005,1576550426212
-6.993,3.773,1.386,4.662728,1576550426212
-6.972,3.759,1.317,4.764624,1576550426314
-6.988,3.836,0.934,4.766500,1576550426316
-7.034,4.011,1.092,4.767148,1576550426317
-7.037,4.368,0.728,4.767603,1576550426317
-6.807,4.416,0.886,4.768244,1576550426318
-7.037,4.394,0.822,4.768694,1576550426318
-6.786,4.06,0.809,4.870473,1576550426420
-6.829,4.219,0.784,4.871133,1576550426421
-6.867,4.188,0.507,4.871935,1576550426422
-6.888,4.144,0.499,4.872459,1576550426422
-6.903,4.127,0.458,4.872872,1576550426423
-6.903,4.193,0.389,4.975148,1576550426525
-6.897,4.094,0.543,4.976149,1576550426526
-7.17,4.43,0.246,4.976997,1576550426527
-6.852,4.45,0.185,4.977738,1576550426527
-7.033,4.434,0.129,4.978462,1576550426528
-7.008,4.413,0.364,5.080298,1576550426630
-7.023,4.382,0.336,5.080949,1576550426631
-6.997,4.384,0.298,5.082159,1576550426632
-7.002,4.383,0.288,5.082815,1576550426633
-7.02,4.094,0.28,5.083241,1576550426633
-7.019,4.084,0.272,5.083706,1576550426633
-7.001,4.088,0.263,5.184931,1576550426735
-7.012,4.079,0.286,5.185747,1576550426735
-6.998,4.053,0.293,5.186464,1576550426736
-6.937,3.986,0.274,5.187272,1576550426737
-6.65,4.003,-0.006,5.187761,1576550426737
-6.918,4.059,-0.016,5.289685,1576550426839
-6.96,4.392,-0.039,5.290323,1576550426840
-6.993,4.438,-0.059,5.291810,1576550426842
-7.004,4.264,-0.084,5.292491,1576550426842
-7.005,4.295,-0.099,5.292972,1576550426843
-7.017,4.312,-0.087,5.393671,1576550426943
-7.01,4.334,-0.082,5.394302,1576550426944
-6.925,4.342,-0.106,5.394629,1576550426944
-6.643,4.329,-0.091,5.394997,1576550426945
-6.931,4.26,-0.03,5.399101,1576550426949
-6.95,4.224,-0.007,5.499416,1576550427049
-6.652,4.467,-0.016,5.500277,1576550427050
-6.617,4.226,0.259,5.500841,1576550427051
-6.627,4.232,0.283,5.501316,1576550427051
-6.643,4.239,0.3,5.502113,1576550427052
-6.613,4.239,0.299,5.503347,1576550427053
-6.61,4.252,0.3,5.503753,1576550427053
-6.61,4.282,0.294,5.604498,1576550427154
-6.582,4.3,0.27,5.605135,1576550427156
-6.572,4.323,0.271,5.606861,1576550427157
-6.581,4.345,0.308,5.607470,1576550427157
-6.586,4.342,0.315,5.607872,1576550427158
-6.564,4.302,0.323,5.710213,1576550427260
-6.564,4.272,0.333,5.710784,1576550427261
-6.624,4.424,0.163,5.711229,1576550427261
-6.616,4.192,0.249,5.711783,1576550427262
-6.587,3.909,0.251,5.712154,1576550427262
-6.554,3.768,0.377,5.814071,1576550427364
-6.561,4.059,-0.066,5.814589,1576550427364
-6.94,4.68,-0.26,5.815249,1576550427365
-6.993,4.498,-0.349,5.815897,1576550427366
-6.968,4.705,-0.211,5.816367,1576550427366
-6.968,4.676,-0.539,5.817723,1576550427367
-7.019,4.649,-0.597,5.919399,1576550427469
-6.806,4.328,-0.613,6.024059,1576550427574
-6.843,4.44,-0.593,6.024613,1576550427574
-6.871,4.068,-0.564,6.025129,1576550427575
-6.883,3.972,-0.539,6.026389,1576550427576
-6.87,4.122,-0.542,6.026917,1576550427577
-7.172,3.778,-0.247,6.130161,1576550427680
-7.286,3.888,-0.193,6.130973,1576550427681
-7.051,3.536,-0.207,6.131606,1576550427681
-7.07,3.467,-0.238,6.132109,1576550427682
-7.433,3.651,-0.525,6.132545,1576550427682
-7.494,3.303,-0.573,6.133018,1576550427683
-7.543,3.416,-0.394,6.133450,1576550427683
-7.367,2.982,-0.804,6.133898,1576550427684
-7.727,3.136,-0.846,6.134333,1576550427684
-7.592,2.69,-0.648,6.135786,1576550427686
-7.618,2.553,-0.691,6.236158,1576550427786
-7.645,2.667,-0.734,6.236642,1576550427786
-7.984,2.191,-0.727,6.237256,1576550427787
-8.058,2.025,-0.678,6.237751,1576550427787
-7.832,1.776,-0.675,6.238393,1576550427788
-8.027,1.68,-0.717,6.238943,1576550427789
-8.0,1.812,-0.713,6.339789,1576550427890
-7.834,1.248,-0.837,6.340501,1576550427890
-7.93,0.994,-0.488,6.341014,1576550427891
-7.934,0.737,-0.474,6.343307,1576550427893
-8.199,0.872,-0.453,6.343791,1576550427894
-8.088,0.474,-0.613,6.444481,1576550427994
-8.142,0.4,-0.58,6.445202,1576550427995
-8.117,0.609,-0.535,6.446233,1576550427996
-8.091,0.528,-0.208,6.446759,1576550427996
-8.091,0.219,-0.138,6.447158,1576550427997
-8.296,0.184,-0.31,6.447520,1576550427997
-8.274,0.153,0.036,6.549362,1576550428099
-8.27,0.363,-0.116,6.550013,1576550428100
-8.267,0.29,0.268,6.550464,1576550428100
-8.235,-0.001,0.343,6.550799,1576550428101
-7.873,-0.029,0.131,6.551116,1576550428101
-8.043,-0.005,0.158,6.655520,1576550428205
-8.06,-0.046,0.524,6.656209,1576550428206
-7.884,0.091,0.428,6.656785,1576550428207
-7.862,0.052,0.447,6.657313,1576550428207
-7.836,0.092,0.468,6.657725,1576550428207
-7.921,0.118,0.819,6.658519,1576550428208
-8.297,0.064,0.693,6.759484,1576550428309
-8.315,-0.263,0.74,6.759984,1576550428310
-8.263,-0.265,0.729,6.760425,1576550428310
-8.239,-0.259,1.027,6.760846,1576550428311
-8.297,-0.33,1.129,6.762046,1576550428312
-8.32,-0.158,0.954,6.864638,1576550428414
-8.241,-0.238,0.948,6.866131,1576550428416
-7.918,-0.539,0.958,6.866641,1576550428416
-7.9,-0.579,1.007,6.867083,1576550428417
-7.883,-0.62,1.301,6.867382,1576550428417
-7.862,-0.63,1.286,6.969583,1576550428519
-7.822,-0.606,1.003,6.970128,1576550428520
-7.818,-0.594,1.292,6.970502,1576550428520
-7.85,-0.622,1.349,6.972248,1576550428522
-7.848,-0.396,1.334,6.972937,1576550428523
-7.981,-0.415,0.993,6.973412,1576550428523
-8.051,-0.781,1.319,7.076433,1576550428626
-8.155,-1.4,1.45,7.077545,1576550428627
-8.466,-1.452,1.439,7.078277,1576550428628
-8.176,-1.807,1.259,7.079545,1576550428629
-8.31,-1.647,1.002,7.080037,1576550428630
-8.298,-1.272,0.982,7.080341,1576550428630
-8.279,-1.006,0.995,7.179537,1576550428729
-7.914,-0.716,0.909,7.180919,1576550428731
-8.042,-0.585,1.067,7.181682,1576550428731
-8.024,-0.089,1.097,7.182228,1576550428732
-8.059,0.128,0.917,7.182564,1576550428732
-7.819,0.404,0.972,7.286895,1576550428837
-8.06,0.816,0.97,7.287518,1576550428837
-8.056,0.651,0.985,7.287858,1576550428838
-7.867,0.729,1.327,7.288302,1576550428838
-7.917,0.75,1.376,7.288655,1576550428838
-8.224,0.756,1.164,7.288986,1576550428839
-8.22,0.687,1.18,7.391108,1576550428941
-7.916,0.857,1.233,7.392212,1576550428942
-7.917,0.489,1.556,7.392700,1576550428942
-7.929,0.463,1.577,7.393455,1576550428943
-8.195,0.453,1.583,7.394010,1576550428944
-8.193,0.403,1.652,7.494899,1576550429045
-7.914,0.578,1.467,7.495426,1576550429045
-7.892,0.521,1.514,7.495841,1576550429046
-7.841,0.558,1.496,7.496186,1576550429046
-7.815,0.614,1.478,7.496624,1576550429046
-8.036,0.623,1.51,7.599535,1576550429149
-8.028,0.577,1.803,7.600052,1576550429150
-8.033,0.569,1.803,7.600454,1576550429150
-8.03,0.404,1.486,7.600817,1576550429151
-8.054,0.474,1.462,7.602948,1576550429153
-7.852,0.496,1.473,7.603361,1576550429153
-7.867,0.51,1.47,7.704967,1576550429255
-7.863,0.793,1.45,7.705784,1576550429256
-7.865,0.837,1.43,7.706295,1576550429256
-7.883,0.828,1.454,7.707493,1576550429257
-7.907,0.798,1.489,7.707881,1576550429258
-7.875,0.815,1.479,7.811019,1576550429361
-7.841,0.843,1.475,7.811728,1576550429361
-8.054,0.862,1.464,7.812469,1576550429362
-8.055,0.843,1.478,7.813011,1576550429363
-8.063,0.821,1.504,7.813972,1576550429364
-8.062,0.84,1.496,7.814849,1576550429365
-8.049,0.888,1.476,7.914862,1576550429465
-8.044,0.87,1.506,7.915523,1576550429465
-8.054,0.819,1.822,7.916015,1576550429466
-8.051,0.796,1.838,7.916476,1576550429466
-8.042,0.796,1.823,7.917142,1576550429467
-8.021,0.816,1.809,8.020150,1576550429570
-8.029,0.799,1.831,8.020795,1576550429571
-8.047,0.766,1.857,8.021236,1576550429571
-7.816,0.775,1.851,8.021758,1576550429571
-7.818,0.808,1.828,8.022143,1576550429572
-7.821,0.86,1.813,8.022460,1576550429572
-7.822,0.873,1.823,8.124440,1576550429674
-7.836,0.873,1.841,8.125137,1576550429675
-7.827,0.883,1.829,8.125554,1576550429675
-7.829,0.655,1.811,8.230808,1576550429781
-7.831,0.679,1.526,8.232161,1576550429782
-7.822,0.678,1.52,8.232670,1576550429782
-7.826,0.665,1.531,8.233110,1576550429783
-7.843,0.877,1.804,8.233542,1576550429783
-7.854,0.854,1.805,8.233909,1576550429784
-7.857,0.838,1.807,8.234238,1576550429784
-7.868,0.813,1.813,8.234601,1576550429784
-7.866,0.787,1.828,8.334954,1576550429885
-7.839,0.792,1.819,8.335692,1576550429885
-7.823,0.805,1.815,8.336725,1576550429886
-7.82,0.818,1.828,8.337092,1576550429887
-8.064,0.829,1.835,8.337470,1576550429887
-8.061,0.846,1.838,8.439784,1576550429990
-8.057,0.875,1.842,8.441165,1576550429991
-8.045,0.654,1.831,8.441983,1576550429992
-8.039,0.688,1.831,8.442462,1576550429992
-8.057,0.705,1.87,8.442773,1576550429992
-7.836,0.708,1.883,8.544542,1576550430094
-7.831,0.708,1.869,8.545668,1576550430095
-8.051,0.677,1.866,8.546135,1576550430096
-8.045,0.65,1.884,8.546493,1576550430096
-8.045,0.878,1.666,8.546790,1576550430097
-8.032,0.874,1.671,8.547139,1576550430097
-8.009,0.864,1.692,8.650788,1576550430201
-8.017,0.84,1.722,8.651491,1576550430201
-8.02,0.848,1.739,8.652351,1576550430202
-8.033,0.643,1.736,8.652822,1576550430203
-8.027,0.683,1.723,8.653182,1576550430203
-8.011,0.726,1.694,8.755140,1576550430305
-7.999,0.737,1.688,8.755721,1576550430305
-7.991,0.745,1.683,8.756368,1576550430306
-7.988,1.041,1.667,8.756946,1576550430307
-8.002,1.06,1.916,8.757586,1576550430307
-8.029,1.064,1.9,8.758207,1576550430308
-8.04,1.061,1.878,8.860090,1576550430410
-8.045,1.068,1.851,8.860723,1576550430410
-8.035,1.077,1.837,8.861143,1576550430411
-8.046,1.076,1.836,8.861826,1576550430412
-8.064,1.078,1.83,8.862257,1576550430412
-7.813,1.067,1.835,8.965004,1576550430515
-7.814,1.045,1.833,8.965623,1576550430515
-8.064,1.038,1.829,8.966589,1576550430516
-7.811,1.046,1.836,8.967169,1576550430517
-8.059,1.048,1.83,8.967652,1576550430517
-8.055,1.046,1.829,8.967988,1576550430518
-8.052,1.028,1.827,9.069173,1576550430619
-8.043,0.762,1.831,9.069906,1576550430620
-8.047,1.031,1.823,9.070357,1576550430620
-8.053,1.058,1.814,9.070752,1576550430620
-8.053,1.06,1.821,9.071125,1576550430621
-8.056,1.055,1.828,9.174902,1576550430725
-8.048,1.046,1.837,9.176292,1576550430726
-8.039,1.049,1.835,9.176826,1576550430727
-8.026,1.042,1.838,9.177261,1576550430727
-8.019,0.762,1.847,9.177602,1576550430727
-8.013,0.731,1.851,9.178000,1576550430728
-8.009,0.708,1.866,9.282224,1576550430832
-8.014,0.714,1.871,9.282793,1576550430833
-8.015,0.743,1.858,9.283254,1576550430833
-8.024,0.759,1.847,9.283619,1576550430833
-8.03,0.767,1.836,9.283994,1576550430834
-8.042,1.027,1.829,9.384280,1576550430934
-8.061,1.041,1.82,9.384898,1576550430935
-8.058,1.063,1.803,9.385407,1576550430935
-8.064,1.07,1.804,9.386407,1576550430936
-7.829,1.05,1.812,9.386847,1576550430937
-7.824,1.044,1.81,9.387528,1576550430937
-7.83,1.072,1.794,9.489627,1576550431039
-7.825,1.081,1.525,9.490150,1576550431040
-7.819,1.077,1.519,9.491713,1576550431041
-8.061,1.065,1.516,9.492545,1576550431042
-8.05,1.052,1.516,9.493286,1576550431043
-8.038,1.036,1.506,9.595029,1576550431145
-8.039,1.028,1.511,9.699909,1576550431250
-8.046,1.029,1.51,9.700920,1576550431251
-8.035,1.04,1.499,9.701612,1576550431251
-8.018,1.05,1.509,9.702682,1576550431252
-7.994,1.046,1.531,9.703347,1576550431253
-7.992,1.033,1.796,9.704548,1576550431254
-7.988,0.754,1.792,9.705190,1576550431255
-8.022,0.742,1.522,9.705611,1576550431255
-8.04,0.729,1.511,9.705981,1576550431256
-7.813,0.705,1.486,9.706307,1576550431256
-7.83,0.703,1.466,9.805665,1576550431355
-7.849,0.7,1.446,9.806583,1576550431356
-7.857,0.692,1.418,9.807012,1576550431357
-7.861,0.679,1.414,9.807387,1576550431357
-7.868,0.696,1.66,9.807759,1576550431357
-7.876,0.718,1.647,9.909720,1576550431459
-7.864,0.739,1.62,9.910296,1576550431460
-7.859,0.74,1.606,9.910707,1576550431460
-7.862,0.735,1.596,9.911497,1576550431461
-7.854,0.733,1.593,9.912020,1576550431462
-7.843,0.726,1.6,9.912407,1576550431462
-7.843,0.725,1.598,10.014572,1576550431564
-7.855,0.736,1.592,10.015189,1576550431565
-7.858,0.73,1.579,10.015644,1576550431565
-7.866,0.725,1.574,10.016006,1576550431566
-7.874,0.73,1.576,10.016328,1576550431566
-7.883,0.745,1.564,10.119940,1576550431670
-7.881,0.743,1.566,10.121174,1576550431671
-7.875,0.733,1.578,10.121798,1576550431672
-7.872,0.74,1.586,10.122117,1576550431672
-7.872,0.742,1.594,10.122481,1576550431672
-7.873,0.742,1.601,10.122834,1576550431673
-7.873,0.749,1.612,10.225004,1576550431775
-7.872,0.76,1.617,10.225686,1576550431775
-7.854,1.037,1.634,10.226156,1576550431776
-7.846,1.031,1.654,10.226619,1576550431776
-7.83,0.734,1.409,10.226990,1576550431777
-7.816,0.706,1.412,10.227343,1576550431777
-8.061,0.671,1.42,10.330193,1576550431880
-8.054,0.877,1.436,10.330758,1576550431880
-8.048,0.85,1.437,10.331137,1576550431881
-8.052,0.825,1.44,10.331729,1576550431881
-8.06,0.817,1.429,10.332164,1576550431882
-7.814,0.822,1.423,10.434195,1576550431984
-7.823,0.827,1.658,10.434846,1576550431985
-7.83,0.848,1.638,10.435528,1576550431985
-7.839,0.855,1.633,10.435946,1576550431986
-7.841,0.872,1.622,10.436561,1576550431986
-7.848,0.889,1.618,10.540092,1576550432090
-7.847,0.665,1.606,10.540823,1576550432091
-7.854,0.674,1.608,10.541288,1576550432091
-7.852,0.682,1.609,10.541783,1576550432092
-7.845,0.692,1.607,10.542390,1576550432092
-7.852,0.707,1.608,10.542964,1576550432093
-7.85,0.709,1.608,10.644807,1576550432195
-7.85,0.705,1.608,10.749856,1576550432300
-7.841,0.707,1.599,10.750482,1576550432300
-7.84,0.719,1.604,10.750964,1576550432301
-7.847,0.732,1.608,10.751544,1576550432301
-7.854,0.737,1.61,10.752042,1576550432302
-7.85,0.739,1.61,10.752853,1576550432303
-7.86,0.745,1.614,10.753411,1576550432303
-7.857,0.75,1.618,10.753952,1576550432304
-7.848,0.755,1.626,10.754418,1576550432304
-7.835,0.746,1.617,10.755010,1576550432305
-7.835,0.74,1.617,10.856653,1576550432406
-7.832,0.73,1.609,10.857269,1576550432407
-7.826,0.715,1.603,10.857697,1576550432407
-7.831,0.703,1.611,10.858333,1576550432408
-7.849,0.691,1.628,10.858838,1576550432409
-7.841,0.703,1.625,10.959586,1576550432509
-7.826,0.742,1.602,10.960116,1576550432510
-7.816,0.766,1.59,10.960595,1576550432510
